CLASS,nombre,nAtom,nHeavyAtom,nH,nB,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsT,nBondsQ,nBondsM,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,n8Ring,n9Ring,n10Ring,n11Ring,n12Ring,nG12Ring,nFRing,nF4Ring,nF5Ring,nF6Ring,nF7Ring,nF8Ring,nF9Ring,nF10Ring,nF11Ring,nF12Ring,nFG12Ring,nTRing,nT4Ring,nT5Ring,nT6Ring,nT7Ring,nT8Ring,nT9Ring,nT10Ring,nT11Ring,nT12Ring,nTG12Ring,nHeteroRing,n3HeteroRing,n4HeteroRing,n5HeteroRing,n6HeteroRing,n7HeteroRing,n8HeteroRing,n9HeteroRing,n10HeteroRing,n11HeteroRing,n12HeteroRing,nG12HeteroRing,nFHeteroRing,nF4HeteroRing,nF5HeteroRing,nF6HeteroRing,nF7HeteroRing,nF8HeteroRing,nF9HeteroRing,nF10HeteroRing,nF11HeteroRing,nF12HeteroRing,nFG12HeteroRing,nTHeteroRing,nT4HeteroRing,nT5HeteroRing,nT6HeteroRing,nT7HeteroRing,nT8HeteroRing,nT9HeteroRing,nT10HeteroRing,nT11HeteroRing,nT12HeteroRing,nTG12HeteroRing,PBF,PMI1,PMI2,PMI3,NPR1,NPR2,RadiusOfGyration,InertialShapeFactor,Eccentricity,Asphericity,SpherocityIndex,BalabanJ,BertzCT,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAmideBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,RingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,TPSA,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,MQNs_atom_counts_c,MQNs_atom_counts_f,MQNs_atom_counts_cl,MQNs_atom_counts_br,MQNs_atom_counts_i,MQNs_atom_counts_s,MQNs_atom_counts_p,MQNs_atom_counts_an,MQNs_atom_counts_cn,MQNs_atom_counts_ao,MQNs_atom_counts_co,MQNs_atom_counts_hac,MQNs_bond_counts_asb,MQNs_bond_counts_adb,MQNs_bond_counts_atb,MQNs_bond_counts_csb,MQNs_bond_counts_cdb,MQNs_bond_counts_ctb,MQNs_bond_counts_rbc,MQNs_polarity_counts_hbam,MQNs_polarity_counts_hba,MQNs_polarity_counts_hbdm,MQNs_polarity_counts_hbd,MQNs_polarity_counts_negc,MQNs_polarity_counts_posc,MQNs_topology_counts_asv,MQNs_topology_counts_adv,MQNs_topology_counts_atv,MQNs_topology_counts_aqv,MQNs_topology_counts_cdv,MQNs_topology_counts_ctv,MQNs_topology_counts_cqv,MQNs_topology_counts_r3,MQNs_topology_counts_r4,MQNs_topology_counts_r5,MQNs_topology_counts_r6,MQNs_topology_counts_r7,MQNs_topology_counts_r8,MQNs_topology_counts_rg,MQNs_topology_counts_rgIO,MQNs_topology_counts_afrc,MQNs_topology_counts_bfrc,MolLogP
h,154.mol2,134,67,67,0,41,9,17,0,0,0,0,0,0,0,67,134,122,113,46,12,12,0,0,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.42516470084145,20570.5106981397,27710.3708779431,33923.6393295469,0.606376883632975,0.816845463092985,6.55001989365055,3.97095373605312E-05,0.795177385867808,0.079285253998284,0.527359716440899,6.45780073384649,4576.35406167838,7.47882848654351E+043,-5.87,13.4627924708482,31.9406691217783,22.9316725864329,108.513260710043,58.6038487457546,98.4651432973853,47.8796508469625,9.62588417438609,5.31837131861764,2.79843917376413,31.4651432973853,15.4303829502518,9.62588417438609,5.31837131861764,2.79843917376413,231.414699999999,958.033000000002,957.465491684002,67,890.496999999999,14,26,17,14,26,34,378,9,0,1,1,0,1,1,0,0,0,1,0.634146341463415,0,0,397.37,481.685379251959,57.4029210752663,58.7794361197778,15.189653174896,0,0,16.7193135902078,77.9120004638514,94.3342310363993,55.2545526305743,30.0894623417482,8.4710524699692,46.8926756339701,17.7215391880545,0,169.738331994002,7.15599828616317,47.0485332946263,0,108.0014628056,58.7823649518452,34.8755288283145,0,0,53.1646175641636,31.8588801197303,205.554738737484,43.1508346566464,0,150.562203940873,34.8755288283145,12.7646514416671,0,0,0,0,0,301.872507444549,0,0,0,0,0,0,41.1726424186675,77.4103420426636,34.3386598984757,23.9726859203591,563.036900541375,136.866693176906,6.44015067921692,-8.38096370838834,-36.7808340934246,-42.5346646539961,-54.0340422396376,-63.1132397020511,0,0,41,0,0,0,0,0,0,3,6,17,0,67,104,12,0,18,0,0,34,43,26,0,0,0,0,9,8,12,20,0,12,6,0,0,0,0,0,0,0,1,0,0,-4.49510000000001
h,156.mol2,168,83,85,0,51,13,19,0,0,0,0,0,0,0,83,168,153,140,55,15,15,0,0,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.33926577549838,26761.6531062178,41578.8567009793,62681.7783283075,0.426944700995058,0.663332435834898,7.43745487396579,2.47866764135277E-05,0.904277735152337,0.227780793772772,0.133949350068222,6.75945562492453,5948.49673278737,2.08566957767011E+059,-7.84,16.1145467020492,39.5665772718921,30.1562192816635,136.778691712432,72.7178796366347,124.070494260313,60.6867388848025,11.7978617541033,6.35311926035514,3.25238586090708,39.0704942603128,19.0816097679475,11.7978617541033,6.35311926035514,3.25238586090708,288.8393,1184.313,1183.6084675,83,1098.633,14,32,19,14,32,33,468,13,0,1,1,0,1,1,0,0,0,1,0.686274509803922,0,0,459.15,600.832690415133,62.943804677791,82.7521220401369,15.189653174896,0,0,51.7785945479463,63.7292490132938,109.474073889994,53.8216685158037,55.1810922056797,14.118420783282,82.5181351105001,0,5.96930528795185,208.333670428109,1.43119965723263,68.2877867077798,5.89395768536308,166.56359091547,52.0991285917282,12.1041434920711,0,0,82.7626417695214,53.0981335328838,214.345280126064,71.8603835308056,5.89395768536308,221.762201125108,12.1041434920711,18.4120197549799,0,0,0,0,0,387.711249161934,0,0,0,0,0,0,25.4742726080387,108.942525563277,22.6081628892368,52.73990902479,723.057096179755,211.131085530406,-19.4633039364731,0,-65.8494843192686,-54.6463740887272,-71.1119520027977,-86.2004006962282,0,0,51,0,0,0,0,0,0,4,9,18,1,83,122,15,0,31,0,0,33,51,32,0,0,0,0,14,4,10,24,1,19,11,0,0,0,0,0,0,0,1,0,0,-4.07600000000002
h,157_CD.mol2,178,85,93,0,54,13,18,0,0,0,0,0,0,0,85,178,164,152,59,14,14,0,0,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.34792425877451,33764.8896596673,48144.6956895544,63003.406424516,0.535921652111315,0.764160200563699,7.73060938281523,2.26317991341313E-05,0.8442677198604,0.122139495064509,0.425897595350082,6.92387731618753,6303.45507435698,1.37297550074386E+065,-7.35,15.6658222009931,42.4536717815658,31.3907937218635,145.201341443242,76.8071960341117,133.162245969849,65.2326147395705,11.9795125885698,6.53159933836606,3.31072289190933,40.162245969849,19.6274856227155,11.9795125885698,6.53159933836606,3.31072289190933,302.5503,1212.411,1211.676153136,85,1118.667,14,31,19,14,31,36,482,12,0,1,1,0,1,1,0,0,0,1,0.722222222222222,0,0,442.08,627.005758659621,62.943804677791,77.9575848560651,15.189653174896,0,0,72.3342708998333,63.7292490132938,131.517992844123,59.8395609841534,44.5571493473087,12.7065787049538,76.6109553811486,0,5.96930528795185,214.505201693399,1.43119965723263,68.2877867077798,5.89395768536308,185.682365619458,58.5959882760442,12.1041434920711,0,0,76.8554620401699,53.0981335328838,214.934960081029,67.0658463467337,5.89395768536308,251.847044278458,12.1041434920711,18.4120197549799,0,0,0,0,0,407.419703820886,0,0,0,0,0,0,25.4742726080387,108.860358518961,33.6563983829145,47.9453718407182,795.978915842474,198.615313927786,-20.4817453499629,0,-62.8889026703885,-55.6502946339715,-87.7135943758551,-94.6096927400826,0,0,54,0,0,0,0,0,0,4,9,17,1,85,133,14,0,31,0,0,36,49,31,0,0,0,0,13,4,10,27,1,18,12,0,0,0,0,0,0,0,1,0,0,-2.43230000000001
h,157.mol2,170,83,87,0,51,13,19,0,0,0,0,0,0,0,83,167,153,141,57,14,14,0,0,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.71169004890973,27335.7648235244,48341.5278381491,67456.7249816266,0.40523409387233,0.716630222580714,7.76700991502835,2.62158467929165E-05,0.914212956134112,0.235884547167275,0.219106072301751,6.76450317683651,5913.47681746129,3.041621203361E+059,-7.39,16.5216387835911,40.7441062086722,31.019585950951,136.287127880869,72.0038417985092,123.187390175421,60.4225197463696,11.7588521036806,6.34428552340796,3.2314165831689,39.1873901754211,19.1338872104423,11.7588521036806,6.34428552340796,3.2314165831689,290.1111,1186.329,1185.624117564,83,1098.633,15,32,20,15,32,31,470,12,0,1,1,0,1,1,0,0,0,1,0.705882352941176,0,0,462.31,599.887091050863,68.0526128688982,77.9507424672656,15.189653174896,0,0,51.7785945479463,56.8773568959981,120.61806748649,63.1221708710605,50.5750418156583,12.7065787049538,73.7485560666834,0,5.96930528795185,205.718258630818,2.86239931446527,68.2877867077798,5.89395768536308,159.711698798174,65.1549735189605,12.1041434920711,0,0,76.8554620401699,53.0981335328838,228.027110783486,67.0658463467337,5.89395768536308,216.281067563982,12.1041434920711,14.118420783282,0,0,0,0,0,388.008022242519,0,0,0,0,0,0,14.9544793360145,104.709367692641,45.765976259981,43.1508346566464,717.125154035557,194.780645078683,5.03738305938455,0,-61.7068486835029,-54.9449648444804,-71.3063122434993,-93.4850564021426,0,0,51,0,0,0,0,0,0,4,9,18,1,83,122,14,0,31,0,0,31,51,32,3,3,0,0,16,2,10,24,1,18,12,0,0,0,0,0,0,0,1,0,0,-4.63020000000002
c,158_A.mol2,82,46,36,0,31,4,11,0,0,0,0,0,0,0,48,84,80,55,19,4,4,0,0,29,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3085984237778,9340.39126556035,17177.8620480527,24479.248604443,0.381563642597472,0.701731590116493,6.30885279663825,7.51287146507341E-05,0.924342569964052,0.264478961791726,0.18527069853387,2.74327456211839,2914.90162400483,8.24475189797029E+016,-5.7,10.1523509637263,15.8546067341567,8.6914635558622,64.4608544672361,37.0557790496185,57.7795855771023,28.457205597048,7.49112006075733,4.62826114623232,2.6041106533174,21.7795855771023,11.2578267773011,7.49112006075733,4.62826114623232,2.6041106533174,162.7302,640.646000000002,640.238057972001,46,604.358,10,15,11,10,15,22,246,4,3,0,0,0,0,0,3,0,0,3,0.290322580645161,0,0,249.22,314.264783615003,56.5910071284661,19.1781487362873,0,0,0,18.1272561229899,55.8522541659342,46.5488170798171,37.8487166199134,6.01789246834965,38.732597234688,7.33837938658414,26.3087371314503,0,94.8150547694481,10.0183976006284,20.8293497907156,0,31.6956524152541,25.9874387372638,71.0721228440607,0,34.4970709997034,23.628718917406,15.9294400598651,112.394032819199,4.79453718407182,0,86.3114304076866,54.3817683689697,4.2355262349846,0,0,0,34.4970709997034,0,207.710353704404,0,0,0,0,0,0,35.7616573377505,48.5228877398685,15.7543701083857,4.79453718407182,297.82522148985,55.9280571014134,23.7715433240471,-5.55446794332331,-21.1733533923652,-19.2482135402629,-16.3250347011982,-26.8070856714942,0,0,31,0,0,0,0,0,0,4,0,11,0,46,62,4,0,9,9,0,22,26,15,0,0,0,0,4,7,8,9,0,18,0,0,0,0,3,0,0,0,0,0,0,0.868200000000001
c,158.mol2,79,45,34,0,31,4,10,0,0,0,0,0,0,0,48,82,78,55,21,4,4,0,0,27,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.984914875740844,7010.18254339394,16141.8837870894,21894.8570437724,0.32017484879573,0.73724545242832,6.01453698235712,0.000105167796682,0.947358467634417,0.333169710593043,0.144020573698541,2.20798414520991,2889.41861426137,5531235486841375,-5.66,9.92280053610666,14.2073536959433,7.46792983989264,61.590610979233,35.7420132336455,55.3713372866385,27.6017437110842,7.59318213337329,4.82699780161503,2.82297533700488,21.3713372866385,11.2578267773011,7.59318213337329,4.82699780161503,2.82297533700488,160.6672,622.631000000002,622.227493288001,45,588.359,8,14,11,8,14,19,238,3,3,0,1,0,0,1,3,0,0,4,0.290322580645161,0,0,221.48,305.807534250292,50.9092485378706,14.3836115522155,4.99240473263567,0,0,18.1272561229899,55.8522541659342,46.5488170798171,31.7686985929634,6.08001802694999,43.3386476247095,5.89774534435761,26.3087371314503,0,88.2367302697409,8.58719794339581,15.5195364374272,4.99240473263567,31.6956524152541,25.9874387372638,71.0721228440606,0,34.4970709997034,23.6192845324121,10.6196267065768,105.844590585865,9.53140013787187,0,81.5168932236148,59.3741731016053,2.8236841566564,0,0,0,34.4970709997034,0,202.391105966121,0,0,0,0,0,0,35.6452538792789,50.4167089581078,10.9598329243139,4.79453718407182,287.544934989782,44.7537938640277,22.1555756974766,-4.89390619957163,-18.7706439692905,-17.4462794756342,-15.3241210579631,-25.6026871821602,0,0,31,0,0,0,0,0,0,3,1,9,1,45,56,3,0,13,10,0,19,24,14,0,0,0,0,3,6,6,7,2,19,2,0,0,1,3,0,0,0,0,0,0,1.9229
h,159.mol2,178,85,93,0,54,13,18,0,0,0,0,0,0,0,85,178,164,152,59,14,14,0,0,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.34792425877451,33764.8896596673,48144.6956895544,63003.406424516,0.535921652111315,0.764160200563699,7.73060938281523,2.26317991341313E-05,0.8442677198604,0.122139495064509,0.425897595350082,6.92387731618753,6303.45507435698,1.37297550074386E+065,-7.35,15.6658222009931,42.4536717815658,31.3907937218635,145.201341443242,76.8071960341117,133.162245969849,65.2326147395705,11.9795125885698,6.53159933836606,3.31072289190933,40.162245969849,19.6274856227155,11.9795125885698,6.53159933836606,3.31072289190933,302.5503,1212.411,1211.676153136,85,1118.667,14,31,19,14,31,36,482,12,0,1,1,0,1,1,0,0,0,1,0.722222222222222,0,0,442.08,627.005758659621,62.943804677791,77.9575848560651,15.189653174896,0,0,72.3342708998333,63.7292490132938,131.517992844123,59.8395609841534,44.5571493473087,12.7065787049538,76.6109553811486,0,5.96930528795185,214.505201693399,1.43119965723263,68.2877867077798,5.89395768536308,185.682365619458,58.5959882760442,12.1041434920711,0,0,76.8554620401699,53.0981335328838,214.934960081029,67.0658463467337,5.89395768536308,251.847044278458,12.1041434920711,18.4120197549799,0,0,0,0,0,407.419703820886,0,0,0,0,0,0,25.4742726080387,108.860358518961,33.6563983829145,47.9453718407182,795.978915842474,198.615313927786,-20.4817453499629,0,-62.8889026703885,-55.6502946339715,-87.7135943758551,-94.6096927400826,0,0,54,0,0,0,0,0,0,4,9,17,1,85,133,14,0,31,0,0,36,49,31,0,0,0,0,13,4,10,27,1,18,12,0,0,0,0,0,0,0,1,0,0,-2.43230000000001
otro,160.mol2,75,35,40,0,23,4,8,0,0,0,0,0,0,0,34,74,68,66,26,6,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03661112189192,2270.9835584173,22522.1808513492,23413.9277584492,0.096992848950676,0.961913826834193,6.93901911544293,0.000423567058982,0.99528507838329,0.738346341363914,0.098645778744899,8.44413357785431,2222.59276708058,77738769593669,-2.64,6.24958153190291,17.7450518770118,15.0652469011958,61.2566303550217,32.6056545591702,56.5548407057107,27.3533815734168,4.83852438790016,2.45746346534719,1.12384856669742,16.5548407057107,7.93153402956158,4.83852438790016,2.45746346534719,1.12384856669742,127.1284,500.593,500.284614240001,35,460.273,8,12,10,6,12,25,200,2,0,0,0,0,0,0,0,0,0,0,0.652173913043478,0,0,207.72,262.097048190708,21.657050333667,29.5972163783749,10.1264354499307,0,0,11.1462090601385,58.314258543897,68.1864612406936,19.7254780300518,17.4485057280274,0,4.2935989716979,13.2455591159356,5.96930528795185,92.1888741858145,2.86239931446527,10.1264354499307,11.4394339514525,76.7229683819257,19.5527046115482,23.2503525522097,0,0,23.5669096930198,11.4394339514525,87.3497183727326,19.1781487362873,0,108.551457242673,23.2503525522097,8.50976762777807,1.43119965723263,0,0,0,0,164.658804640087,0,0,0,0,0,0,20.636684024302,55.2364407396904,19.1781487362873,0,316.651909818197,53.4384928268344,11.0905658643476,-8.15870105631684,-12.0892125000037,-15.162720412849,-40.6672754792933,-23.0197257275833,0,0,23,0,0,0,0,0,0,4,0,8,0,35,68,6,0,0,0,0,25,20,12,0,0,0,0,4,4,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736000000000003
h,161.mol2,108,52,56,0,33,6,13,0,0,0,0,0,0,0,51,107,98,95,39,9,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22278409545465,6950.46159197935,39803.914476639,43750.0283871697,0.158867590449785,0.909803169140619,7.79450184031603,0.00013089823706,0.987299898057667,0.598001508283319,0.105215364906697,8.49823290921861,3455.50442625731,1.80569665808011E+030,-4.24,9.88929043945682,26.5222890392964,21.8601174670308,87.8420523137191,47.0360648772623,80.49050934903,38.9841965053572,7.17750383600611,3.65981200157993,1.67954645197936,24.49050934903,11.7596734800382,7.17750383600611,3.65981200157993,1.67954645197936,183.8883,744.840000000002,744.390535852002,52,688.392,11,19,16,8,19,36,296,3,0,0,0,0,0,0,0,0,0,0,0.636363636363636,0,0,309.81,382.137309105772,36.8504932169933,44.3958245675623,15.189653174896,0,0,16.7193135902078,65.1661506611927,93.9621103532255,37.7916244968965,26.5247298750181,0,5.72479862893054,19.1527388452872,17.9079158638556,138.535953326704,2.86239931446527,15.189653174896,17.1591509271788,95.9656778689004,39.1675347816967,34.8755288283145,0,0,35.6294550519101,17.1591509271788,135.31773791613,38.240949012031,0,139.596135491511,34.8755288283145,12.7646514416671,1.43119965723263,0,0,0,0,237.987000632897,0,0,0,0,0,0,35.3199437529459,77.3111857837923,28.7672231044309,0,456.444594266312,81.4696954926857,12.8801337285323,-12.9615302894859,-19.0133904813207,-23.6423519336855,-46.363306723558,-44.0638440594798,0,0,33,0,0,0,0,0,0,6,0,13,0,52,98,9,0,0,0,0,36,32,19,0,0,0,0,6,7,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13480000000001
mix,163.mol2,132,73,59,0,42,15,16,0,0,0,0,0,0,0,75,134,122,99,40,12,12,0,0,35,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.17917805337174,5831.80839566385,97891.4096655106,100040.360214912,0.058294556148495,0.978519164217475,9.94545874600786,0.000167790005746,0.998299426386417,0.835983061134882,0.058868536646498,2.46871177747098,4921.07419549977,2.51813257294181E+042,-9.16000000000001,16.1754998916396,29.1219791830871,20.0011436384489,105.018814209508,58.7448663036033,93.2401765799212,45.4589962313641,10.993913840986,6.23682795322197,3.43010711528421,34.2401765799212,17.2623372510454,10.993913840986,6.23682795322197,3.43010711528421,251.4659,1030.023,1029.426420808,73,970.550999999999,21,31,18,17,31,29,398,9,2,1,1,0,1,1,2,0,0,3,0.428571428571429,0,0,509.36,498.649358909523,90.529470447441,58.3451779429615,9.85775490903717,0,0,12.0848374153266,62.4072242386295,35.9396817269905,72.7540641810835,30.6305551163149,57.5066297238745,36.8742780333417,23.4463378169851,5.96930528795185,154.436499424943,5.72479862893054,47.5417245512724,32.8636773681764,62.3091192813748,52.0370030331279,47.3814152293738,0,22.9980473331356,71.0530319896031,65.3573747292121,183.594387835498,43.0931604263746,0,111.042351893982,46.2393217112511,24.0206729104838,0,0,0,22.9980473331356,0,326.199209320793,0,0,0,0,0,0,40.366439004544,81.8342966738828,47.9453718407182,0,491.216026645561,150.268704136437,2.21788151067759,-8.01555065585075,-46.0638658273802,-33.0872473287336,-32.9267551179336,-43.1091933627764,0,0,42,0,0,0,0,0,0,14,1,15,1,73,100,12,0,16,6,0,29,47,31,0,0,0,0,10,7,22,12,1,15,6,0,0,0,2,0,0,0,1,0,0,-6.49760000000003
mix,164.mol2,135,74,61,0,42,15,17,0,0,0,0,0,0,0,75,136,124,101,40,12,12,0,0,35,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44406600049525,8833.27063376091,125403.670134069,129212.371009409,0.068362421993771,0.970523713437136,11.2110172684218,0.000109871388943,0.997660553123729,0.809569152534597,0.072314452482171,3.12441498020993,4945.7123983265,1.37966236836377E+042,-9.20000000000001,16.4050612504851,31.2023491946964,21.8380586795641,107.725920990695,60.1590798659764,95.648424870385,46.2754928122918,10.8918517683701,6.09309921393933,3.28708368103013,34.648424870385,17.2623372510454,10.8918517683701,6.09309921393933,3.28708368103013,255.2285,1048.038,1047.436985492,74,986.549999999999,23,32,19,19,32,37,406,9,2,0,0,0,0,0,2,0,0,2,0.428571428571429,0,0,540.59,507.113393854528,96.0102238758554,58.3451779429615,9.85775490903717,0,0,12.0848374153266,62.4072242386295,35.9396817269905,79.3130494239998,24.0715698733986,57.5066297238745,38.3054776905743,24.8775374742177,5.96930528795185,159.917252853357,8.58719794339581,47.5417245512724,32.8636773681764,62.3091192813749,52.0370030331279,47.3814152293738,0,22.9980473331356,71.0530319896031,65.3573747292121,195.243203874945,38.3562974725746,0,111.042351893982,46.2393217112511,24.0206729104838,1.43119965723263,0,0,22.9980473331356,0,326.199209320793,0,0,0,0,0,0,45.8471924329584,84.6966959883481,47.9453718407182,0,498.624189778417,148.489483401611,9.02824310995374,-7.99783750331442,-45.5758131887313,-32.7345398144289,-33.2276673327393,-42.606058450768,0,0,42,0,0,0,0,0,0,15,0,17,0,74,112,12,0,6,6,0,37,49,32,0,0,0,0,10,9,25,18,0,12,0,0,0,0,2,0,0,0,0,0,0,-6.97750000000003
mix,165.mol2,136,74,62,0,42,16,16,0,0,0,0,0,0,0,75,137,125,101,39,12,12,0,0,36,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3939145489626,8557.90452229582,105118.251274835,109062.743651988,0.078467717166584,0.963832815450348,10.3133200857776,0.000112624861955,0.996916655173673,0.783699120129833,0.08069145972061,3.15187964596902,4983.59939057169,1.28390386910415E+044,-9.20000000000001,16.1493354493156,31.2023491946964,21.8380586795641,108.596164478698,60.5317586660386,96.6873901754211,46.7811543653459,10.9095468542133,6.10232633061008,3.29169723936551,34.6873901754211,17.2818199035635,10.9095468542133,6.10232633061008,3.29169723936551,256.7871,1047.054,1046.452969904,74,984.557999999999,24,32,18,19,32,37,406,10,2,0,0,0,0,0,2,0,0,2,0.428571428571429,0,0,546.38,509.093464305862,96.6211326604744,63.1397151270333,5.06321772496535,0,0,12.0848374153266,62.4072242386295,35.9396817269905,79.3130494239998,24.0715698733986,60.3303138805309,44.2126574199258,23.4463378169851,0,157.632128818907,7.15599828616317,47.5417245512724,38.5833943439027,62.3091192813749,52.0370030331279,47.3814152293738,0,22.9980473331356,70.9909064310027,71.0770917049384,190.072270125238,38.3562974725746,0,111.042351893982,46.2393217112511,26.8443570671402,0,0,0,22.9980473331356,0,331.856800737919,0,0,0,0,0,0,40.7383842418512,86.0891804877718,47.9453718407182,0,507.352299875411,149.030091207008,5.56424696731269,-9.77453472416339,-45.7089136063703,-32.8630195678311,-33.3573277949712,-42.7428423563956,0,0,42,0,0,0,0,0,0,16,0,16,0,74,113,12,0,6,6,0,37,48,32,0,0,0,0,10,8,26,18,0,12,0,0,0,0,2,0,0,0,0,0,0,-7.57680000000003
